from,to,count
Bosnia and Herzegovina,Ireland,26
Bosnia and Herzegovina,Iceland,22
Bosnia and Herzegovina,Israel,12
Bosnia and Herzegovina,Italy,1159
Bosnia and Herzegovina,Jordan,1
Bosnia and Herzegovina,Japan,1
Bosnia and Herzegovina,Kazakhstan,12
Bosnia and Herzegovina,South Korea,1
Bosnia and Herzegovina,Lithuania,2
Bosnia and Herzegovina,Luxembourg,52
Bosnia and Herzegovina,Latvia,4
Bosnia and Herzegovina,Moldova,1
Bosnia and Herzegovina,Mexico,2
Bosnia and Herzegovina,Macedonia,280
Bosnia and Herzegovina,Malta,7
Bosnia and Herzegovina,Montenegro,1203
Bosnia and Herzegovina,New Caledonia,1
Bosnia and Herzegovina,Netherlands,98
Bosnia and Herzegovina,Norway,246
Bosnia and Herzegovina,New Zealand,14
Bosnia and Herzegovina,Panama,2
Bosnia and Herzegovina,Poland,70
Bosnia and Herzegovina,Portugal,10
Bosnia and Herzegovina,Romania,156
Bosnia and Herzegovina,Russia,95
Bosnia and Herzegovina,Serbia,8129
Bosnia and Herzegovina,Slovakia,739
Bosnia and Herzegovina,Slovenia,1143
Bosnia and Herzegovina,Sweden,292
Bosnia and Herzegovina,Syria,1
Bosnia and Herzegovina,Turkey,826
Bosnia and Herzegovina,Ukraine,17
Bosnia and Herzegovina,United States,1
Bosnia and Herzegovina,Venezuela,7
Bosnia and Herzegovina,South Africa,13
Belarus,Austria,83
Belarus,Azerbaijan,763
Belarus,Belgium,336
Belarus,Bulgaria,231
Belarus,Bolivia,1
Belarus,Brazil,2
Belarus,Canada,498
Belarus,Switzerland,337
Belarus,Colombia,1
Belarus,Cyprus,38
Belarus,Czech Republic,2562
Belarus,Germany,4796
Belarus,Denmark,212
Belarus,Algeria,41
Belarus,Ecuador,4
Belarus,Egypt,7
Belarus,Spain,1145
Belarus,Estonia,1004
Belarus,Finland,91
Belarus,France,718
Belarus,United Kingdom,6
Belarus,Greece,234
Belarus,Hungary,52
Belarus,Iran,2
Belarus,Iceland,18
Belarus,Israel,7
Belarus,Italy,9305
Belarus,Kazakhstan,2739
Belarus,Lithuania,2053
Belarus,Luxembourg,2
Belarus,Moldova,1
Belarus,Mexico,3
Belarus,Malta,2
Belarus,Netherlands,62
Belarus,Norway,268
Belarus,New Zealand,11
Belarus,Poland,5322
Belarus,Portugal,300
Belarus,Russia,26846
Belarus,Serbia,4
Belarus,Slovakia,20
Belarus,Slovenia,20
Belarus,Sweden,727
Belarus,Turkey,22
Belarus,Ukraine,25168
Belize,Australia,14
Belize,Austria,9
Belize,Bulgaria,1
Belize,Bahamas,2
Belize,Bolivia,443
Belize,Brazil,3
Belize,Canada,636
Belize,Switzerland,32
Belize,Chile,1
Belize,Colombia,2
Belize,Costa Rica,6
Belize,Czech Republic,2
Belize,Denmark,4
Belize,Dominican Republic,6
Belize,Ecuador,3
Belize,Egypt,2
Belize,France,4
Belize,United Kingdom,1502
Belize,Greece,2
Belize,Guatemala,142
Belize,Honduras,18
Belize,Hungary,1
Belize,Iceland,1
Belize,Italy,6
Belize,Jamaica,1
Belize,Mexico,537
Belize,Malta,2
Belize,Netherlands,6
Belize,Norway,4
Belize,El Salvador,53
Belize,Sweden,5
Belize,Turkey,1
Belize,United States,3878
Belize,Venezuela,3
Bolivia,Argentina,56615
Bolivia,Australia,116
Bolivia,Austria,98
Bolivia,Burundi,1
Bolivia,Bulgaria,13
Bolivia,Brazil,8771
Bolivia,Canada,1171
Bolivia,Switzerland,1074
Bolivia,Chile,6478
Bolivia,Colombia,232
Bolivia,Costa Rica,5
Bolivia,Cyprus,4
Bolivia,Czech Republic,42
Bolivia,Germany,307
Bolivia,Denmark,185
Bolivia,Dominican Republic,21
Bolivia,Ecuador,973
Bolivia,Spain,108721
Bolivia,Finland,61
Bolivia,France,1018
Bolivia,United Kingdom,1
Bolivia,Greece,8
Bolivia,Guatemala,17
Bolivia,Honduras,4
Bolivia,Hungary,22
Bolivia,Ireland,2
Bolivia,Iceland,3
Bolivia,Italy,6817
Bolivia,Lithuania,3
Bolivia,Luxembourg,1
Bolivia,Mexico,153
Bolivia,Malta,1
Bolivia,Netherlands,191
Bolivia,Norway,140
Bolivia,New Zealand,30
Bolivia,Panama,62
Bolivia,Poland,30
Bolivia,Portugal,95
Bolivia,Paraguay,299
Bolivia,El Salvador,2
Bolivia,South Sudan,1
Bolivia,Slovakia,9
Bolivia,Slovenia,3
Bolivia,Sweden,1180
Bolivia,Turkey,3
Bolivia,United States,11768
Bolivia,Venezuela,178
Bolivia,South Africa,9
Brazil,Aruba,22
Brazil,Angola,3026
Brazil,Albania,9
Brazil,United Arab Emirates,61
Brazil,Argentina,6715
Brazil,Australia,9119
Brazil,Austria,2092
Brazil,Azerbaijan,1
Brazil,Burundi,2
Brazil,Belgium,5398
Brazil,Bulgaria,291
Brazil,Bahrain,7
Brazil,Bahamas,23
Brazil,Belarus,48
Brazil,Bolivia,6884
Brazil,Brunei,846
Brazil,Botswana,58
Brazil,Central African Republic,47
Brazil,Canada,6974
Brazil,Switzerland,24386
Brazil,Channel Islands,277
Brazil,Chile,1901
Brazil,China,25843
Brazil,Democratic Republic of the Congo,139
Brazil,Republic of Congo,279
Brazil,Colombia,1311
Brazil,Cape Verde,192
Brazil,Costa Rica,54
Brazil,Cuba,1
Brazil,Cyprus,102
Brazil,Czech Republic,1285
Brazil,Germany,21421
Brazil,Denmark,1605
Brazil,Dominican Republic,268
Brazil,Algeria,74
Brazil,Ecuador,3356
Brazil,Egypt,62
Brazil,Spain,86462
Brazil,Estonia,17
Brazil,Finland,813
Brazil,France,24650
Brazil,Gabon,2
Brazil,United Kingdom,8120
Brazil,Ghana,10
Brazil,Guadeloupe,16
Brazil,Equatorial Guinea,114
Brazil,Greece,734
Brazil,Guatemala,75
Brazil,French Guiana,5071
Brazil,Guyana,611
Brazil,Hong Kong,31
Brazil,Honduras,22
Brazil,Croatia,40
Brazil,Haiti,58
Brazil,Hungary,808
Brazil,Indonesia,68
Brazil,Ireland,880
Brazil,Iraq,1
Brazil,Iceland,239
Brazil,Israel,4461
Brazil,Italy,53883
Brazil,Japan,44697
Brazil,Kazakhstan,1587
Brazil,South Korea,15
Brazil,Libya,21
Brazil,Saint Lucia,7
Brazil,Lithuania,74
Brazil,Luxembourg,4033
Brazil,Latvia,65
Brazil,Moldova,8
Brazil,Madagascar,8
Brazil,Mexico,1113
Brazil,Macedonia,5
Brazil,Malta,19
Brazil,Montenegro,6
Brazil,Mongolia,4
Brazil,Mauritania,97
Brazil,Martinique,5
Brazil,Mauritius,3
Brazil,Malaysia,46
Brazil,Mayotte,2
Brazil,New Caledonia,16
Brazil,Netherlands,4961
Brazil,Norway,2402
Brazil,New Zealand,1093
Brazil,Panama,403
Brazil,Philippines,147
Brazil,Poland,884
Brazil,North Korea,1463
Brazil,Portugal,59434
Brazil,Paraguay,17527
Brazil,Palestine,1
Brazil,Qatar,16
Brazil,Reunion,4
Brazil,Romania,1372
Brazil,Russia,598
Brazil,Rwanda,3
Brazil,Saudi Arabia,2
Brazil,El Salvador,27
Brazil,Serbia,32
Brazil,South Sudan,1
Brazil,Sao Tome and Principe,3
Brazil,Suriname,2034
Brazil,Slovakia,269
Brazil,Slovenia,87
Brazil,Sweden,3055
Brazil,Togo,2
Brazil,Thailand,45
Brazil,Tonga,1
Brazil,Tunisia,3
Brazil,Turkey,1254
Brazil,Tanzania,16
Brazil,Uganda,20
Brazil,Ukraine,721
Brazil,Uruguay,1259
Brazil,United States,75163
Brazil,Uzbekistan,3
Brazil,Venezuela,2752
Brazil,Vietnam,132
Brazil,South Africa,10592
Brazil,Zambia,1
Barbados,Austria,1
Barbados,Bulgaria,1
Barbados,Bolivia,1
Barbados,Brazil,6
Barbados,Switzerland,3
Barbados,Denmark,1
Barbados,Ecuador,3
Barbados,Finland,1
Barbados,France,5
Barbados,United Kingdom,5563
Barbados,Italy,4
Barbados,Saint Lucia,98
Barbados,New Zealand,8
Barbados,Poland,2
Barbados,Sweden,3
Barbados,Saint Vincent and the Grenadines,16
Barbados,South Africa,3
Brunei,Aruba,2
Brunei,United Arab Emirates,1597
Brunei,Argentina,2
Brunei,Australia,10236
Brunei,Austria,50
Brunei,Belgium,16
Brunei,Bangladesh,496
Brunei,Bulgaria,1
Brunei,Bahrain,199
Brunei,Bahamas,3
Brunei,Bolivia,1
Brunei,Brazil,126
Brunei,Bhutan,1
Brunei,Botswana,1
Brunei,Canada,4025
Brunei,Switzerland,173
Brunei,Chile,2
Brunei,China,578
Brunei,Colombia,5
Brunei,Cyprus,21
Brunei,Czech Republic,44
Brunei,Germany,308
Brunei,Denmark,81
Brunei,Dominican Republic,2
Brunei,Algeria,117
Brunei,Ecuador,6
Brunei,Egypt,165
Brunei,Spain,142
Brunei,Finland,39
Brunei,France,202
Brunei,United Kingdom,2642
Brunei,Greece,12
Brunei,Hong Kong,1032
Brunei,Hungary,11
Brunei,Indonesia,26
Brunei,India,5615
Brunei,Ireland,103
Brunei,Iran,1
Brunei,Iceland,7
Brunei,Israel,1
Brunei,Italy,360
Brunei,Jordan,21
Brunei,Japan,506
Brunei,Kazakhstan,1
Brunei,South Korea,180
Brunei,Kuwait,173
Brunei,Lebanon,1
Brunei,Libya,167
Brunei,Sri Lanka,1
Brunei,Luxembourg,1
Brunei,Macao,39
Brunei,Madagascar,1
Brunei,Mexico,5
Brunei,Malta,2
Brunei,Myanmar,2
Brunei,Mongolia,1
Brunei,Mauritius,9
Brunei,Malaysia,4455
Brunei,New Caledonia,2
Brunei,Netherlands,575
Brunei,Norway,105
Brunei,New Zealand,1031
Brunei,Oman,58
Brunei,Panama,6
Brunei,Peru,3
Brunei,Philippines,72
Brunei,Papua New Guinea,31
Brunei,Poland,6
Brunei,North Korea,29
Brunei,Portugal,9
Brunei,Qatar,402
Brunei,Romania,1
Brunei,Russia,131
Brunei,Saudi Arabia,1005
Brunei,Singapore,12033
Brunei,Solomon Islands,1
Brunei,Suriname,1
Brunei,Slovakia,1
Brunei,Slovenia,1
Brunei,Sweden,115
Brunei,Thailand,31
Brunei,Turkey,29
Brunei,United States,5321
Brunei,Venezuela,3
Brunei,Vietnam,80
Brunei,South Africa,58
Bhutan,Italy,1
Bhutan,Turkey,1
Botswana,Angola,5
Botswana,Australia,343
Botswana,Austria,6
Botswana,Burundi,267
Botswana,Bulgaria,14
Botswana,Bahamas,6
Botswana,Canada,156
Botswana,Switzerland,23
Botswana,Chile,1
Botswana,Colombia,2
Botswana,Cyprus,3
Botswana,Czech Republic,48
Botswana,Denmark,19
Botswana,Ecuador,3
Botswana,Egypt,2
Botswana,Finland,6
Botswana,France,40
Botswana,Greece,1
Botswana,Hungary,2
Botswana,Ireland,23
Botswana,Italy,29
Botswana,Kenya,3
Botswana,Malta,1
Botswana,Namibia,28
Botswana,Nicaragua,1
Botswana,Netherlands,45
Botswana,Norway,36
Botswana,New Zealand,48
Botswana,Rwanda,28
Botswana,South Sudan,198
Botswana,Slovakia,1
Botswana,Slovenia,1
Botswana,Sweden,29
Botswana,Swaziland,2
Botswana,Turkey,6
Botswana,Tanzania,61
Botswana,Uganda,74
Botswana,United States,137
Botswana,South Africa,18695
Botswana,Zambia,12
Central African Republic,Angola,11
Central African Republic,Australia,10
Central African Republic,Austria,3
Central African Republic,Burundi,850
Central African Republic,Brazil,4
Central African Republic,Canada,20
Central African Republic,Switzerland,26
Central African Republic,Republic of Congo,7037
Central African Republic,Colombia,1
Central African Republic,Cyprus,2
Central African Republic,Czech Republic,1
Central African Republic,Denmark,3
Central African Republic,Ecuador,1
Central African Republic,Egypt,5
Central African Republic,Finland,1
Central African Republic,France,2948
Central African Republic,Hungary,2
Central African Republic,Italy,49
Central African Republic,Kazakhstan,1
Central African Republic,Kenya,7
Central African Republic,Netherlands,9
Central African Republic,Norway,3
Central African Republic,New Zealand,1
Central African Republic,Panama,1
Central African Republic,Poland,4
Central African Republic,Russia,4
Central African Republic,Rwanda,73
Central African Republic,South Sudan,5599
Central African Republic,Sao Tome and Principe,100
Central African Republic,Sweden,27
Central African Republic,Chad,18023
Central African Republic,Togo,2
Central African Republic,Turkey,2
Central African Republic,Uganda,263
Central African Republic,United States,6
Central African Republic,South Africa,5
Canada,Angola,20
Canada,Albania,35
Canada,United Arab Emirates,9
Canada,Australia,2403
Canada,Austria,2162
Canada,Azerbaijan,35
Canada,Burundi,2121
Canada,Belgium,2586
Canada,Bulgaria,327
Canada,Bahrain,62
Canada,Bahamas,1
Canada,Belarus,132
Canada,Belize,28
Canada,Bolivia,203
Canada,Brazil,114
Canada,Barbados,50
Canada,Botswana,30
Canada,Central African Republic,11
Canada,Switzerland,2063
Canada,Chile,16
Canada,China,642
Canada,Democratic Republic of the Congo,257
Canada,Republic of Congo,15
Canada,Colombia,125
Canada,Cape Verde,5
Canada,Costa Rica,6
Canada,Cyprus,366
Canada,Czech Republic,4314
Canada,Germany,16084
Canada,Denmark,1086
Canada,Dominican Republic,52
Canada,Algeria,162
Canada,Ecuador,724
Canada,Egypt,76
Canada,Spain,18616
Canada,Estonia,44
Canada,Finland,1101
Canada,France,2319
Canada,Gabon,1
Canada,United Kingdom,21299
Canada,Ghana,10
Canada,Guadeloupe,9
Canada,Greece,4051
Canada,Grenada,7
Canada,Guatemala,15
Canada,Guyana,22
Canada,Honduras,3
Canada,Croatia,29
Canada,Haiti,28
Canada,Hungary,2402
Canada,Indonesia,75
Canada,Ireland,582
Canada,Iran,1
Canada,Iceland,786
Canada,Israel,1821
Canada,Italy,39209
Canada,Jamaica,51
Canada,Jordan,285
Canada,Japan,185
Canada,Kazakhstan,1571
Canada,Kenya,13
Canada,South Korea,1191
Canada,Lebanon,77
Canada,Liberia,62
Canada,Saint Lucia,16
Canada,Lithuania,111
Canada,Luxembourg,305
Canada,Latvia,81
Canada,Moldova,23
Canada,Madagascar,9
Canada,Mexico,129
Canada,Macedonia,3
Canada,Malta,33
Canada,Montenegro,25
Canada,Mongolia,17
Canada,Mauritania,7
Canada,Mauritius,5
Canada,Netherlands,1600
Canada,Norway,3231
Canada,New Zealand,389
Canada,Panama,124
Canada,Philippines,337
Canada,Poland,1266
Canada,North Korea,42
Canada,Portugal,821
Canada,Paraguay,41
Canada,Qatar,157
Canada,Romania,1321
Canada,Russia,2093
Canada,Rwanda,954
Canada,Singapore,338
Canada,Serbia,42
Canada,South Sudan,4848
Canada,Slovakia,976
Canada,Slovenia,129
Canada,Sweden,1697
Canada,Swaziland,2
Canada,Syria,465
Canada,Turkmenistan,2
Canada,Tunisia,5
Canada,Turkey,2121
Canada,Tanzania,742
Canada,Uganda,466
Canada,Ukraine,612
Canada,United States,28
Canada,Uzbekistan,14
Canada,Saint Vincent and the Grenadines,14
Canada,Venezuela,34
Canada,Vietnam,5
Canada,South Africa,747
Switzerland,Angola,1
Switzerland,Albania,5
Switzerland,United Arab Emirates,3
Switzerland,Australia,768
Switzerland,Austria,2427
Switzerland,Burundi,45
Switzerland,Belgium,463
Switzerland,Bulgaria,96
Switzerland,Bolivia,57
Switzerland,Brazil,1
Switzerland,Central African Republic,19
Switzerland,Canada,170
Switzerland,Democratic Republic of the Congo,50
Switzerland,Republic of Congo,2
Switzerland,Colombia,66
Switzerland,Cyprus,81
Switzerland,Czech Republic,2673
Switzerland,Germany,10340
Switzerland,Denmark,488
Switzerland,Algeria,116
Switzerland,Ecuador,534
Switzerland,Egypt,48
Switzerland,Spain,3060
Switzerland,Finland,280
Switzerland,France,18540
Switzerland,United Kingdom,207
Switzerland,Ghana,14
Switzerland,Guadeloupe,4
Switzerland,Greece,23
Switzerland,Guatemala,6
Switzerland,Croatia,66
Switzerland,Haiti,17
Switzerland,Hungary,780
Switzerland,Ireland,48
Switzerland,Iceland,45
Switzerland,Israel,1029
Switzerland,Italy,97947
Switzerland,Jordan,5
Switzerland,Lebanon,1
Switzerland,Liberia,73
Switzerland,Lithuania,25
Switzerland,Luxembourg,117
Switzerland,Latvia,52
Switzerland,Madagascar,23
Switzerland,Malta,17
Switzerland,Montenegro,8
Switzerland,Mongolia,5
Switzerland,Mauritania,4
Switzerland,Netherlands,332
Switzerland,Norway,369
Switzerland,New Zealand,134
Switzerland,Panama,14
Switzerland,Philippines,135
Switzerland,Poland,643
Switzerland,Portugal,2111
Switzerland,Paraguay,15
Switzerland,Qatar,1
Switzerland,Romania,188
Switzerland,Russia,214
Switzerland,Rwanda,1
Switzerland,Serbia,157
Switzerland,South Sudan,155
Switzerland,Slovakia,577
Switzerland,Slovenia,340
Switzerland,Sweden,608
Switzerland,Tunisia,1
Switzerland,Turkey,2634
Switzerland,Tanzania,26
Switzerland,United States,16
Switzerland,Venezuela,10
Switzerland,South Africa,240
Channel Islands,United Kingdom,12487
Channel Islands,Greece,1
Channel Islands,New Zealand,24
Channel Islands,Panama,1
Chile,Angola,5
Chile,Albania,1
Chile,United Arab Emirates,3
Chile,Argentina,4243
Chile,Australia,4223
Chile,Austria,361
Chile,Azerbaijan,1
Chile,Burundi,6
Chile,Belgium,173
Chile,Bulgaria,20
Chile,Bahrain,1
Chile,Bahamas,9
Chile,Belarus,3
Chile,Bolivia,2329
Chile,Brazil,7
Chile,Botswana,2
Chile,Central African Republic,1
Chile,Canada,5528
Chile,Switzerland,1931
Chile,Democratic Republic of the Congo,3
Chile,Republic of Congo,4
Chile,Colombia,686
Chile,Costa Rica,139
Chile,Cuba,4
Chile,Cyprus,20
Chile,Czech Republic,148
Chile,Germany,856
Chile,Denmark,362
Chile,Dominican Republic,290
Chile,Algeria,2
Chile,Ecuador,8094
Chile,Egypt,9
Chile,Western Sahara,1
Chile,Spain,27746
Chile,Estonia,1
Chile,Finland,187
Chile,France,2301
Chile,United Kingdom,86
Chile,Equatorial Guinea,2
Chile,Greece,115
Chile,Guatemala,55
Chile,Guyana,1
Chile,Honduras,25
Chile,Croatia,37
Chile,Haiti,103
Chile,Hungary,103
Chile,Ireland,40
Chile,Iceland,39
Chile,Israel,1517
Chile,Italy,5976
Chile,Jordan,1
Chile,Japan,1
Chile,Kazakhstan,74
Chile,Liberia,3
Chile,Lithuania,3
Chile,Luxembourg,19
Chile,Latvia,5
Chile,Moldova,1
Chile,Madagascar,3
Chile,Mexico,638
Chile,Malta,2
Chile,Montenegro,1
Chile,Mauritania,15
Chile,Mauritius,1
Chile,Mayotte,1
Chile,New Caledonia,14
Chile,Netherlands,468
Chile,Norway,1854
Chile,New Zealand,539
Chile,Panama,184
Chile,Philippines,2
Chile,Poland,71
Chile,Puerto Rico,64
Chile,Portugal,46
Chile,Paraguay,635
Chile,Qatar,9
Chile,Reunion,3
Chile,Romania,21
Chile,Russia,45
Chile,Rwanda,2
Chile,El Salvador,15
Chile,Serbia,2
Chile,South Sudan,4
Chile,Suriname,1
Chile,Slovakia,26
Chile,Slovenia,17
Chile,Sweden,6758
Chile,Syria,2
Chile,Turkey,111
Chile,Tanzania,2
Chile,Uganda,1
Chile,Ukraine,31
Chile,Uruguay,189
Chile,United States,13056
Chile,Uzbekistan,1
Chile,Venezuela,1765
Chile,South Africa,105
China,Aruba,191
China,Argentina,2736
China,Australia,150947
China,Austria,4402
China,Azerbaijan,151
China,Belgium,4474
China,Bulgaria,465
China,Bahamas,20
China,Belize,386
China,Bolivia,322
China,Brazil,5321
China,Bhutan,97
China,Botswana,800
China,Central African Republic,37
China,Canada,163196
China,Switzerland,5186
China,Chile,1547
China,Republic of Congo,293
China,Colombia,740
China,Costa Rica,25
China,Cuba,10
China,Cyprus,514
China,Czech Republic,4247
China,Germany,27203
China,Denmark,5153
China,Dominican Republic,578
China,Algeria,306
China,Ecuador,2006
China,Egypt,290
China,Spain,83133
China,Estonia,35
China,Finland,3956
China,France,34282
China,Gabon,24
China,United Kingdom,42507
China,Georgia,49
China,Ghana,46
China,Greece,2523
China,Guatemala,121
China,Guyana,322
China,Hong Kong,251540
China,Honduras,49
China,Haiti,108
China,Hungary,4868
China,Ireland,967
China,Iceland,259
China,Israel,75
China,Italy,29647
China,Japan,145965
China,Kazakhstan,2973
China,Kyrgyzstan,86
China,South Korea,216747
China,Laos,470
China,Libya,167
China,Saint Lucia,14
China,Lithuania,196
China,Luxembourg,233
China,Latvia,63
China,Macao,49007
China,Moldova,136
China,Madagascar,860
China,Mexico,2730
China,Malta,64
China,Myanmar,2463
China,Mongolia,4509
China,Mauritania,85
China,Martinique,13
China,Mauritius,5142
China,New Caledonia,23
China,Nicaragua,6
China,Netherlands,17053
China,Norway,4382
China,New Zealand,36964
China,Panama,1645
China,Poland,767
China,North Korea,15389
China,Portugal,5139
China,Paraguay,120
China,French Polynesia,58
China,Romania,1349
China,Russia,18711
China,Rwanda,52
China,Singapore,49128
China,El Salvador,40
China,Serbia,95
China,Suriname,1240
China,Slovakia,426
China,Slovenia,403
China,Sweden,12169
China,Thailand,28395
China,Turkmenistan,90
China,Tonga,24
China,Turkey,626
China,Uganda,177
China,United States,615536
China,Uzbekistan,577
China,Venezuela,3013
China,Vietnam,1610
China,South Africa,7017
China,Zambia,4
Ivory Coast,Angola,159
Ivory Coast,United Arab Emirates,25
Ivory Coast,Argentina,1
Ivory Coast,Australia,992
Ivory Coast,Austria,406
Ivory Coast,Belgium,2782
Ivory Coast,Benin,13631
Ivory Coast,Burkina Faso,119154
Ivory Coast,Bangladesh,1
Ivory Coast,Bulgaria,28
Ivory Coast,Bahrain,3
Ivory Coast,Bahamas,1
Ivory Coast,Bolivia,5
Ivory Coast,Brazil,356
Ivory Coast,Botswana,2
Ivory Coast,Central African Republic,511
Ivory Coast,Canada,4673
Ivory Coast,Switzerland,3097
Ivory Coast,Chile,17
Ivory Coast,Cameroon,220
Ivory Coast,Republic of Congo,9793
Ivory Coast,Colombia,6
Ivory Coast,Cape Verde,88
Ivory Coast,Costa Rica,2
Ivory Coast,Cuba,1
Ivory Coast,Cyprus,13
Ivory Coast,Czech Republic,170
Ivory Coast,Germany,4892
Ivory Coast,Denmark,501
Ivory Coast,Dominican Republic,7
Ivory Coast,Algeria,217
Ivory Coast,Ecuador,18
Ivory Coast,Egypt,314
Ivory Coast,Western Sahara,273
Ivory Coast,Spain,13393
Ivory Coast,Finland,253
Ivory Coast,France,92340
Ivory Coast,Gabon,10513
Ivory Coast,United Kingdom,6887
Ivory Coast,Ghana,16238
Ivory Coast,Guinea,3779
Ivory Coast,Gambia,887
Ivory Coast,Guinea-Bissau,132
Ivory Coast,Equatorial Guinea,1
Ivory Coast,Greece,156
Ivory Coast,Hungary,68
Ivory Coast,India,1
Ivory Coast,Ireland,239
Ivory Coast,Iraq,1
Ivory Coast,Iceland,12
Ivory Coast,Israel,244
Ivory Coast,Italy,21936
Ivory Coast,Jordan,5
Ivory Coast,Japan,76
Ivory Coast,South Korea,6
Ivory Coast,Kuwait,2
Ivory Coast,Liberia,98516
Ivory Coast,Libya,322
Ivory Coast,Saint Lucia,2
Ivory Coast,Lithuania,1
Ivory Coast,Luxembourg,18
Ivory Coast,Latvia,3
Ivory Coast,Morocco,15
Ivory Coast,Madagascar,1
Ivory Coast,Mexico,25
Ivory Coast,Mali,19046
Ivory Coast,Malta,9
Ivory Coast,Mauritania,2577
Ivory Coast,Niger,3139
Ivory Coast,Nigeria,25004
Ivory Coast,Nicaragua,1
Ivory Coast,Netherlands,2413
Ivory Coast,Norway,490
Ivory Coast,New Zealand,44
Ivory Coast,Panama,2
Ivory Coast,Philippines,3
Ivory Coast,Poland,52
Ivory Coast,Portugal,1553
Ivory Coast,Qatar,6
Ivory Coast,Romania,1
Ivory Coast,Russia,166
Ivory Coast,Saudi Arabia,18
Ivory Coast,Senegal,2606
Ivory Coast,Sierra Leone,946
Ivory Coast,Serbia,3
Ivory Coast,South Sudan,136
Ivory Coast,Sao Tome and Principe,55
Ivory Coast,Slovakia,7
Ivory Coast,Slovenia,6
Ivory Coast,Sweden,1026
Ivory Coast,Swaziland,1
Ivory Coast,Togo,5172
Ivory Coast,Thailand,11
Ivory Coast,Tunisia,24
Ivory Coast,Turkey,78
Ivory Coast,Uganda,53
Ivory Coast,United States,18514
Ivory Coast,Venezuela,10
Ivory Coast,Vietnam,37
Ivory Coast,South Africa,1083
Ivory Coast,Zambia,17
Cameroon,Australia,123
Cameroon,Austria,183
Cameroon,Belgium,4606
Cameroon,Bulgaria,5
Cameroon,Bolivia,1
Cameroon,Brazil,78
Cameroon,Central African Republic,3745
Cameroon,Canada,1421
Cameroon,Switzerland,2943
Cameroon,Chile,1
Cameroon,Republic of Congo,4075
Cameroon,Colombia,4
Cameroon,Costa Rica,1
Cameroon,Cyprus,20
Cameroon,Czech Republic,66
Cameroon,Germany,3990
Cameroon,Denmark,296
Cameroon,Dominican Republic,1
Cameroon,Ecuador,33
Cameroon,Egypt,25
Cameroon,Spain,2784
Cameroon,Finland,347
Cameroon,France,30620
